,Prediction,Target,Bert scores,Human scores,F1
657,local estimates,locally symmetric meshes,0.166317031,0.03,0.0
659,symmetric technique,locally symmetric meshes,0.353024393,0.32,0.0
661,integral identity,integral identities,0.795638084,0.95,1.0
663,"['superconvergence', 'high order', 'galerkin finite element method', 'local estimates', 'symmetric technique', 'integral identity']","['superconvergence', 'elliptic equations of second order', 'integral identities', 'locally symmetric meshes']",0.3591276168823242,0.4,0.4
665,design patterns,design pattern,0.8561972379999999,0.95,1.0
667,software architecture,reverse engineering,0.279363453,0.01,0.0
669,software mining,reverse engineering,0.33418294800000004,0.02,0.0
671,"['design patterns', 'software architecture', 'software mining']","['design pattern', 'discovery', 'reverse engineering']",0.28539907932281494,0.3,0.3333333333333333
673,stabilization,discontinuous stabilization,0.080737419,0.32,0.0
675,second order nonholonomic system,second order nonholonomic systems,0.9273057579999999,0.95,1.0
677,canonical chained form,canonical second order chained form,0.7687157990000001,0.43,0.0
679,redundant manipulator,underactuated manipulator,0.294580281,0.43,0.0
681,discontinuous control,discontinuous stabilization,0.7705569859999999,0.42,0.0
683,"['stabilization', 'second order nonholonomic system', 'canonical chained form', 'redundant manipulator', 'discontinuous control']","['second order nonholonomic systems', 'canonical second order chained form', 'underactuated manipulator', 'discontinuous coordinate transformation', 'discontinuous stabilization']",0.5525952382432859,0.21,0.20000000000000004
685,scheduling,scheduling,0.9999997620000001,1.0,1.0
687,mechanism design,scheduling,0.24150291100000001,0.01,0.0
689,approximation algorithms,approximation algorithm,0.918174863,0.95,1.0
691,"['scheduling', 'mechanism design', 'approximation algorithms']","['truthful mechanism', 'scheduling', 'approximation algorithm']",0.6393915414810181,0.2,0.6666666666666666
692,certified discrete log cryptosystem,certified discrete logarithm problem,0.421981722,0.5,0.0
694,discrete logarithm problem,certified discrete logarithm problem,0.805022717,0.78,0.0
696,polynomial time many one reducibility,probabilistic reducibility,0.373529822,0.1,0.0
698,cryptography,probabilistic reducibility,0.137679785,0.03,0.0
700,"['certified discrete log cryptosystem', 'discrete logarithm problem', 'polynomial time many one reducibility', 'cryptography']","['certified discrete logarithm problem', 'primitive root', 'order', 'probabilistic reducibility', 'deterministic reducibility']",0.21117146102208884,0.34,0.0
702,pumping,pumps,0.633886993,0.78,1.0
704,flow measurement,force measurement,0.588275194,0.6,0.0
706,hydraulic engineering,water supply engineering,0.34686750200000005,0.32,0.0
708,"['pumping', 'flow measurement', 'hydraulic engineering', 'flow measurement']","['pumps', 'fluid dynamics', 'force measurement', 'water supply engineering', 'china']",0.31743407128466417,0.34,0.22222222222222224
710,montgomery modular exponentiation,modular arithmetic,0.335333377,0.21,0.0
712,field programmable gate arrays,modular arithmetic,0.071415953,0.03,0.0
714,systolic arrays,systolic array,0.833100915,0.95,1.0
716,cryptography,modular arithmetic,0.298690856,0.05,0.0
718,rsa cryptography,rsa,0.6200273629999999,0.5,0.0
720,"['montgomery modular exponentiation', 'field programmable gate arrays', 'systolic arrays', 'cryptography', 'rsa cryptography']","['montgomery', 'exponentiation', 'fpga', 'rsa', 'systolic array', 'modular arithmetic']",0.2642051415009932,0.3,0.1818181818181818
722,power system dynamic security,dynamic security assessment,0.364551365,0.23,0.0
724,growing hierarchical self organizing map,growing hierarchical self organizing feature map,0.922502756,0.9,0.0
726,artificial neural networks,dynamic security assessment,0.134303883,0.02,0.0
728,pattern recognition,stability criteria,0.180059567,0.04,0.0
730,unsupervised and supervised learning,supervised and unsupervised learning,0.606002271,0.8,0.0
732,"['power system dynamic security', 'growing hierarchical self organizing map', 'artificial neural networks', 'pattern recognition', 'unsupervised and supervised learning']","['supervised and unsupervised learning', 'synchronizing and damping torques', 'growing hierarchical self organizing feature map', 'dynamic security assessment', 'stability criteria']",0.3057010054588318,0.2,0.0
734,cmos,rf cmos,0.653478563,0.5,0.0
736,t r switch,t r switch,1.0,1.0,1.0
738,insertion loss,spdt switch,-0.056953829000000004,0.1,0.0
740,isolation,mosfet switch,-0.127288565,0.05,0.0
742,s parameters,t r switch,0.009461983,0.05,0.0
744,s r,t r switch,0.325828612,0.2,0.0
746,"['cmos', 't r switch', 'insertion loss', 'isolation', 's parameters', 's r']","['t r switch', 'mosfet switch', 'rf cmos', 'spdt switch']",0.3306957125663757,0.1,0.2
748,equivalence checking,equivalence checking,0.9999997620000001,1.0,1.0
750,multiple valued functions,multiple valued function,0.766428769,0.95,1.0
752,probabilistic methods,probabilistic verification,0.686268091,0.5,0.0
754,hashing,equivalence checking,-0.083650418,0.1,0.0
756,finite fields,probabilistic verification,0.06363398599999999,0.1,0.0
758,deterministic equivalence checking,equivalence checking,0.423243046,0.7,0.0
760,e,probabilistic verification,-0.28054049600000003,0.03,0.0
762,"['equivalence checking', 'multiple valued functions', 'probabilistic methods', 'hashing', 'finite fields', 'deterministic equivalence checking', 'equivalence checking', 'equivalence checking', 'e']","['equivalence checking', 'multiple valued function', 'probabilistic verification']",0.6516904352109107,0.4,0.6666666666666666
764,scholarly reading,multimedia scholarly reading,0.42431929700000004,0.4,0.0
766,multimedia document,multimedia scholarly reading,0.467966914,0.2,0.0
768,document engineering,multimedia corpus modelling,0.191029355,0.02,0.0
770,scholarly communication,multimedia scholarly reading,0.24154727199999998,0.23,0.0
772,scholarly publishing,multimedia scholarly reading,0.340413243,0.21,0.0
774,scholarly annotation,multimedia scholarly reading,0.217774004,0.21,0.0
776,"['scholarly reading', 'multimedia document', 'document engineering', 'scholarly communication', 'scholarly communication', 'scholarly communication', 'scholarly publishing', 'scholarly annotation', 'scholarly annotation', 'scholarly annotation', 'scholarly annotation', 'scholarly annotation', 'scholarly annotation']","['multimedia scholarly reading', 'multimedia corpus modelling', 'document annotation and structuring', 'spatial hypertexts', 'graphical user interfaces for critical reading']",0.10025935627345138,0.2,0.0
778,sensor selection,channel selection,0.391900986,0.45,0.0
780,energy efficiency,reducing energy consumption,0.298603445,0.1,0.0
782,ambulatory medical monitoring,ambulatory medical monitoring,1.0,1.0,1.0
784,epilepsy,epilepsy,1.0,1.0,1.0
786,seizure detection,epilepsy,0.123916581,0.03,0.0
788,eeg,epilepsy,-0.156157419,0.03,0.0
790,low power,reducing energy consumption,0.054357957,0.04,0.0
792,eeg detection,epilepsy,-0.18438540399999997,0.03,0.0
794,"['sensor selection', 'energy efficiency', 'ambulatory medical monitoring', 'epilepsy', 'seizure detection', 'eeg', 'low power', 'eeg detection']","['ambulatory medical monitoring', 'epilepsy', 'reducing energy consumption', 'channel selection', 'electroencephalography']",0.3076923076923077,0.23,0.3076923076923077
796,process,process,1.0,1.0,1.0
798,synchronization,synchronization,1.000000238,1.0,1.0
800,sharing,sharing,1.000000238,1.0,1.0
802,data,data,0.999999583,1.0,1.0
804,code,code,1.000000238,1.0,1.0
806,case,case,1.0,1.0,1.0
808,version,version,1.000000238,1.0,1.0
810,association,association,1.0,1.0,1.0
812,operating system,operating system,0.9999997620000001,1.0,1.0
814,systems,systems,1.0,1.0,1.0
816,architecture,architecture,1.0,1.0,1.0
818,effect,effect,1.000000238,1.0,1.0
820,reliability,reliability,0.9999997620000001,1.0,1.0
822,implementation,implementation,0.9999997620000001,1.0,1.0
824,lockout,synchronization,-0.018592497,0.02,0.0
826,"['process', 'synchronization', 'sharing', 'data', 'code', 'case', 'version', 'association', 'operating system', 'systems', 'architecture', 'effect', 'reliability', 'implementation', 'lockout']","['process', 'synchronization', 'sharing', 'data', 'code', 'case', 'version', 'association', 'operating system', 'systems', 'architecture', 'effect', 'reliability', 'implementation']",0.9655172454899755,0.95,0.9655172413793104
828,artificial immune system,artificial immune system,1.0,1.0,1.0
830,fuzzy neural network,fuzzy neural network,1.0,1.0,1.0
832,rfid,radio frequency identification,-0.107630454,1.0,0.0
834,picking cart,genetic algorithms,-0.018681588,0.03,0.0
836,if then rules,genetic algorithms,-0.185920119,0.04,0.0
838,"['artificial immune system', 'fuzzy neural network', 'rfid', 'picking cart', 'if then rules']","['artificial immune system', 'fuzzy neural network', 'radio frequency identification', 'genetic algorithms']",0.4444444444444445,0.65,0.4444444444444445
840,software pipelining,software pipelining,1.0,1.0,1.0
842,loops,loop transformation,0.086584225,0.5,0.0
844,data dependence graph,loop transformation,0.007784416,0.04,0.0
846,hyperplane scheduling,loop transformation,0.202798635,0.05,0.0
848,instruction level parallelism,algorithms,0.041724022,0.03,0.0
850,loop transformations,loop transformation,0.875182509,0.95,1.0
852,loop optimization,loop transformation,0.587189913,0.5,0.0
854,loop initiation rate,loop transformation,0.323654115,0.5,0.0
856,"['software pipelining', 'loops', 'data dependence graph', 'hyperplane scheduling', 'instruction level parallelism', 'loop transformations', 'loop optimization', 'loop initiation rate', 'loop initiation rate']","['software pipelining', 'modulo scheduling', 'loop transformation', 'algorithms', 'languages']",0.31638466896027245,0.45,0.2857142857142857
858,semi transparent particles,overlapping particles recognition,0.123552829,0.21,0.0
860,salient corners,salient corner detection,0.603237212,0.45,0.0
862,clustering,clustering method,0.618225634,0.43,0.0
864,shape recognition,contour detection,0.461245775,0.03,0.0
866,polygonal shapes recognition,contour detection,0.356235385,0.04,0.0
868,"['semi transparent particles', 'salient corners', 'clustering', 'shape recognition', 'polygonal shapes recognition', 'shape recognition']","['salient corner detection', 'contour detection', 'clustering method', 'overlapping particles recognition']",0.38642214588376245,0.32,0.0
870,dimension reduction,dimension reduction,1.0,1.0,1.0
872,epsilon sample,digons,0.04491451,0.03,0.0
874,pseudorandom generator,pseudorandom generator,1.0,1.0,1.0
876,oblivious derandomization,pseudorandom generator,0.12910169400000002,0.04,0.0
878,max cut,max cut,1.0,1.0,1.0
880,approximation algorithm,linear threshold functions,0.143271595,0.06,0.0
882,sphere,digons,-0.162852362,0.1,0.0
884,k wise independent sample space,linear threshold functions,-0.024050595,0.04,0.0
886,epsil,digons,0.057629868,0.04,0.0
888,"['dimension reduction', 'epsilon sample', 'pseudorandom generator', 'oblivious derandomization', 'max cut', 'approximation algorithm', 'sphere', 'k wise independent sample space', 'epsil']","['dimension reduction', 'pseudorandom generator', 'linear threshold functions', 'digons', 'max cut', 'johnson lindenstrauss']",0.4,0.21,0.4
890,capital one,capital one financial,0.493270665,0.45,0.0
892,newly vulnerable markets,newly vulnerable markets,1.0,1.0,1.0
894,credit card industry,information economics,0.083486803,0.04,0.0
896,information based strategies,information based strategy,0.920835733,0.95,1.0
898,e commerce,information economics,0.11084339,0.03,0.0
900,e business,information economics,0.020450475,0.04,0.0
902,"['capital one', 'newly vulnerable markets', 'credit card industry', 'information based strategies', 'e commerce', 'e commerce', 'e business', 'e business', 'e commerce', 'e commerce', 'e commerce', 'e commerce']","['capital one financial', 'newly vulnerable markets', 'information based strategy', 'market entry', 'differential pricing', 'customer profitability gradient', 'information economics']",0.25411646303377655,0.2,0.2105263157894737
904,scene analysis,analysis,0.34815630299999994,0.45,0.0
906,geometric homology,geometry,0.31291315,0.45,0.0
908,graphical statics,mathematics,0.37730068,0.05,0.0
910,applied projective geometry,linear algebra,0.238804087,0.02,0.0
912,structural topology,structure,0.41379264,0.45,0.0
914,exterior algebra,algebra,0.374087095,0.43,0.0
916,doubilet rota stein double algebra,linear algebra,0.143962473,0.2,0.0
918,descriptive geometry,geometry,0.29088953100000003,0.43,0.0
920,3d scene analysis,3d,0.37513402100000004,0.34,0.0
922,3,3d,0.289365143,0.7,0.0
924,"['scene analysis', 'geometric homology', 'graphical statics', 'applied projective geometry', 'structural topology', 'exterior algebra', 'doubilet rota stein double algebra', 'descriptive geometry', '3d scene analysis', '3d scene analysis', '3']","['analysis', 'graphics', 'timing', 'computation', 'tools', 'project', 'geometry', 'research', 'structure', 'topologies', 'group', 'use', 'method', 'algebra', 'help', 'image', '3d', 'automation', 'software', 'packaging', 'sketching', 'point', 'observability', 'drawing', 'space', 'informal', 'spatial', 'interpretation', 'global', 'ranking', 'practical', 'pattern', 'engine', 'scan', 'ambiguities', 'case', 'algorithm', 'rules', 'requirements', 'paper', 'sorting', 'theory', 'configurability', 'object', 'invariance', 'vectorization', 'general', 'order', 'linear algebra', 'representation', 'mathematics', 'applications', 'behavior', 'systems', 'constraint']",0.012539170908205437,0.21,0.0
926,image advertising,experimentation,-0.014876704,0.1,0.0
